component_id,score_date,country_code,currency_code,theme,canonical_name,raw_signal,direction,weight,directional_signal,weighted_signal,notes,processed_at
158,2020-02-17,EU,EUR,Inflation,cpi_headline_yoy,0.100000,1,2.0000,0.100000,0.200000,Headline HICP — primary ECB mandate target,2026-05-03T20:30:00.072964+00:00
159,2020-02-17,EU,EUR,Inflation,consumer_inflation_expectation,0.200000,1,1.0000,0.200000,0.200000,Inflation expectations — key for credibility,2026-05-03T20:30:00.072964+00:00
160,2020-02-17,EU,EUR,Labor,unemployment_rate,-0.100000,-1,3.0000,0.100000,0.300000,Euro-area unemployment — secondary mandate,2026-05-03T20:30:00.072964+00:00
161,2020-02-17,EU,EUR,Growth,gdp_qoq,0.000000,1,2.0000,0.000000,0.000000,Euro-area GDP — output gap assessment,2026-05-03T20:30:00.072964+00:00
162,2020-02-17,EU,EUR,Growth,manufacturing_pmi,0.801388,1,1.0000,0.801388,0.801388,Manufacturing PMI — industrial sector pulse,2026-05-03T20:30:00.072964+00:00
163,2020-02-17,UK,GBP,Growth,gdp_mom,0.600000,1,2.0000,0.600000,1.200000,Monthly GDP — BoE uses MoM given high-frequency releases,2026-05-03T20:30:00.072964+00:00
164,2020-02-17,JP,JPY,Inflation,core_cpi_yoy,0.000000,1,3.0000,0.000000,0.000000,Core CPI ex fresh food — BoJ's preferred measure,2026-05-03T20:30:00.072964+00:00
165,2020-02-17,JP,JPY,Growth,composite_pmi,0.141421,1,2.0000,0.141421,0.282842,Composite PMI — real-time activity,2026-05-03T20:30:00.072964+00:00
166,2020-02-17,JP,JPY,Growth,industrial_production_mom,0.645619,1,1.0000,0.645619,0.645619,Industrial production — Japan is export-driven,2026-05-03T20:30:00.072964+00:00
167,2020-02-17,AU,AUD,Growth,composite_pmi,1.555635,1,2.0000,1.555635,3.111270,Composite PMI,2026-05-03T20:30:00.072964+00:00
168,2020-02-17,AU,AUD,Growth,retail_sales_mom,-1.400000,1,2.0000,-1.400000,-2.800000,Retail sales — consumer demand,2026-05-03T20:30:00.072964+00:00
169,2020-02-17,CA,CAD,Labor,unemployment_rate,-0.100000,-1,3.0000,0.100000,0.300000,Canada unemployment,2026-05-03T20:30:00.072964+00:00
170,2020-02-17,CA,CAD,Labor,employment_change,-0.700000,1,2.0000,-0.700000,-1.400000,Employment change,2026-05-03T20:30:00.072964+00:00
171,2020-02-17,CA,CAD,Growth,ivey_pmi_sa,5.400000,1,2.0000,5.400000,10.800000,Ivey PMI — BoC-watched activity gauge,2026-05-03T20:30:00.072964+00:00
172,2020-02-17,CH,CHF,Inflation,cpi_headline_yoy,0.000000,1,3.0000,0.000000,0.000000,Swiss CPI — primary SNB target (0-2% range),2026-05-03T20:30:00.072964+00:00
173,2020-02-17,CH,CHF,Inflation,producer_import_prices_yoy,0.700000,1,2.0000,0.700000,1.400000,Producer & Import Prices — upstream inflation pipeline,2026-05-03T20:30:00.072964+00:00
174,2020-02-17,CH,CHF,Labor,unemployment_rate,0.100000,-1,2.0000,-0.100000,-0.200000,Swiss unemployment,2026-05-03T20:30:00.072964+00:00
175,2020-02-18,EU,EUR,Inflation,core_cpi_yoy,-0.200000,1,3.0000,-0.200000,-0.600000,Core HICP — ECB's focus once supply shocks pass,2026-05-03T20:30:00.072964+00:00
176,2020-02-18,EU,EUR,Inflation,cpi_headline_yoy,0.100000,1,2.0000,0.100000,0.200000,Headline HICP — primary ECB mandate target,2026-05-03T20:30:00.072964+00:00
177,2020-02-18,EU,EUR,Inflation,consumer_inflation_expectation,0.200000,1,1.0000,0.200000,0.200000,Inflation expectations — key for credibility,2026-05-03T20:30:00.072964+00:00
178,2020-02-18,EU,EUR,Labor,unemployment_rate,-0.100000,-1,3.0000,0.100000,0.300000,Euro-area unemployment — secondary mandate,2026-05-03T20:30:00.072964+00:00
179,2020-02-18,EU,EUR,Growth,gdp_qoq,0.000000,1,2.0000,0.000000,0.000000,Euro-area GDP — output gap assessment,2026-05-03T20:30:00.072964+00:00
180,2020-02-18,EU,EUR,Growth,manufacturing_pmi,0.801388,1,1.0000,0.801388,0.801388,Manufacturing PMI — industrial sector pulse,2026-05-03T20:30:00.072964+00:00
181,2020-02-18,UK,GBP,Labor,avg_earnings_excl_bonus,-0.200000,1,3.0000,-0.200000,-0.600000,Regular pay growth — BoE's primary wage gauge,2026-05-03T20:30:00.072964+00:00
182,2020-02-18,UK,GBP,Labor,unemployment_rate,0.000000,-1,2.0000,0.000000,0.000000,UK unemployment,2026-05-03T20:30:00.072964+00:00
183,2020-02-18,UK,GBP,Growth,gdp_mom,0.600000,1,2.0000,0.600000,1.200000,Monthly GDP — BoE uses MoM given high-frequency releases,2026-05-03T20:30:00.072964+00:00
184,2020-02-18,JP,JPY,Inflation,core_cpi_yoy,0.000000,1,3.0000,0.000000,0.000000,Core CPI ex fresh food — BoJ's preferred measure,2026-05-03T20:30:00.072964+00:00
185,2020-02-18,JP,JPY,Growth,composite_pmi,0.141421,1,2.0000,0.141421,0.282842,Composite PMI — real-time activity,2026-05-03T20:30:00.072964+00:00
186,2020-02-18,JP,JPY,Growth,industrial_production_mom,0.645619,1,1.0000,0.645619,0.645619,Industrial production — Japan is export-driven,2026-05-03T20:30:00.072964+00:00
187,2020-02-18,AU,AUD,Growth,composite_pmi,1.555635,1,2.0000,1.555635,3.111270,Composite PMI,2026-05-03T20:30:00.072964+00:00
188,2020-02-18,AU,AUD,Growth,retail_sales_mom,-1.400000,1,2.0000,-1.400000,-2.800000,Retail sales — consumer demand,2026-05-03T20:30:00.072964+00:00
189,2020-02-18,CA,CAD,Labor,unemployment_rate,-0.100000,-1,3.0000,0.100000,0.300000,Canada unemployment,2026-05-03T20:30:00.072964+00:00
190,2020-02-18,CA,CAD,Labor,employment_change,-0.700000,1,2.0000,-0.700000,-1.400000,Employment change,2026-05-03T20:30:00.072964+00:00
191,2020-02-18,CA,CAD,Growth,ivey_pmi_sa,5.400000,1,2.0000,5.400000,10.800000,Ivey PMI — BoC-watched activity gauge,2026-05-03T20:30:00.072964+00:00
192,2020-02-18,CH,CHF,Inflation,cpi_headline_yoy,0.000000,1,3.0000,0.000000,0.000000,Swiss CPI — primary SNB target (0-2% range),2026-05-03T20:30:00.072964+00:00
193,2020-02-18,CH,CHF,Inflation,producer_import_prices_yoy,0.700000,1,2.0000,0.700000,1.400000,Producer & Import Prices — upstream inflation pipeline,2026-05-03T20:30:00.072964+00:00
194,2020-02-18,CH,CHF,Labor,unemployment_rate,0.100000,-1,2.0000,-0.100000,-0.200000,Swiss unemployment,2026-05-03T20:30:00.072964+00:00
195,2020-02-19,EU,EUR,Inflation,core_cpi_yoy,-0.200000,1,3.0000,-0.200000,-0.600000,Core HICP — ECB's focus once supply shocks pass,2026-05-03T20:30:00.072964+00:00
196,2020-02-19,EU,EUR,Inflation,cpi_headline_yoy,0.100000,1,2.0000,0.100000,0.200000,Headline HICP — primary ECB mandate target,2026-05-03T20:30:00.072964+00:00
197,2020-02-19,EU,EUR,Inflation,consumer_inflation_expectation,0.200000,1,1.0000,0.200000,0.200000,Inflation expectations — key for credibility,2026-05-03T20:30:00.072964+00:00
198,2020-02-19,EU,EUR,Labor,unemployment_rate,-0.100000,-1,3.0000,0.100000,0.300000,Euro-area unemployment — secondary mandate,2026-05-03T20:30:00.072964+00:00
199,2020-02-19,EU,EUR,Growth,gdp_qoq,0.000000,1,2.0000,0.000000,0.000000,Euro-area GDP — output gap assessment,2026-05-03T20:30:00.072964+00:00
200,2020-02-19,EU,EUR,Growth,manufacturing_pmi,0.801388,1,1.0000,0.801388,0.801388,Manufacturing PMI — industrial sector pulse,2026-05-03T20:30:00.072964+00:00
201,2020-02-19,UK,GBP,Inflation,cpi_headline_yoy,0.500000,1,3.0000,0.500000,1.500000,UK CPI — primary 2% target,2026-05-03T20:30:00.072964+00:00
202,2020-02-19,UK,GBP,Inflation,core_cpi_yoy,0.200000,1,2.0000,0.200000,0.400000,Core CPI — strips volatile food & energy,2026-05-03T20:30:00.072964+00:00
203,2020-02-19,UK,GBP,Labor,avg_earnings_excl_bonus,-0.200000,1,3.0000,-0.200000,-0.600000,Regular pay growth — BoE's primary wage gauge,2026-05-03T20:30:00.072964+00:00
204,2020-02-19,UK,GBP,Labor,unemployment_rate,0.000000,-1,2.0000,0.000000,0.000000,UK unemployment,2026-05-03T20:30:00.072964+00:00
205,2020-02-19,UK,GBP,Growth,gdp_mom,0.600000,1,2.0000,0.600000,1.200000,Monthly GDP — BoE uses MoM given high-frequency releases,2026-05-03T20:30:00.072964+00:00
206,2020-02-19,JP,JPY,Inflation,core_cpi_yoy,0.000000,1,3.0000,0.000000,0.000000,Core CPI ex fresh food — BoJ's preferred measure,2026-05-03T20:30:00.072964+00:00
207,2020-02-19,JP,JPY,Growth,composite_pmi,0.141421,1,2.0000,0.141421,0.282842,Composite PMI — real-time activity,2026-05-03T20:30:00.072964+00:00
208,2020-02-19,JP,JPY,Growth,industrial_production_mom,0.645619,1,1.0000,0.645619,0.645619,Industrial production — Japan is export-driven,2026-05-03T20:30:00.072964+00:00
209,2020-02-19,AU,AUD,Growth,composite_pmi,1.555635,1,2.0000,1.555635,3.111270,Composite PMI,2026-05-03T20:30:00.072964+00:00
210,2020-02-19,AU,AUD,Growth,retail_sales_mom,-1.400000,1,2.0000,-1.400000,-2.800000,Retail sales — consumer demand,2026-05-03T20:30:00.072964+00:00
211,2020-02-19,CA,CAD,Inflation,cpi_headline_yoy,0.200000,1,1.0000,0.200000,0.200000,Headline CPI,2026-05-03T20:30:00.072964+00:00
212,2020-02-19,CA,CAD,Labor,unemployment_rate,-0.100000,-1,3.0000,0.100000,0.300000,Canada unemployment,2026-05-03T20:30:00.072964+00:00
213,2020-02-19,CA,CAD,Labor,employment_change,-0.700000,1,2.0000,-0.700000,-1.400000,Employment change,2026-05-03T20:30:00.072964+00:00
214,2020-02-19,CA,CAD,Growth,ivey_pmi_sa,5.400000,1,2.0000,5.400000,10.800000,Ivey PMI — BoC-watched activity gauge,2026-05-03T20:30:00.072964+00:00
215,2020-02-19,CH,CHF,Inflation,cpi_headline_yoy,0.000000,1,3.0000,0.000000,0.000000,Swiss CPI — primary SNB target (0-2% range),2026-05-03T20:30:00.072964+00:00
216,2020-02-19,CH,CHF,Inflation,producer_import_prices_yoy,0.700000,1,2.0000,0.700000,1.400000,Producer & Import Prices — upstream inflation pipeline,2026-05-03T20:30:00.072964+00:00
217,2020-02-19,CH,CHF,Labor,unemployment_rate,0.100000,-1,2.0000,-0.100000,-0.200000,Swiss unemployment,2026-05-03T20:30:00.072964+00:00
218,2020-02-20,EU,EUR,Inflation,core_cpi_yoy,-0.200000,1,3.0000,-0.200000,-0.600000,Core HICP — ECB's focus once supply shocks pass,2026-05-03T20:30:00.072964+00:00
219,2020-02-20,EU,EUR,Inflation,cpi_headline_yoy,0.100000,1,2.0000,0.100000,0.200000,Headline HICP — primary ECB mandate target,2026-05-03T20:30:00.072964+00:00
220,2020-02-20,EU,EUR,Inflation,consumer_inflation_expectation,0.200000,1,1.0000,0.200000,0.200000,Inflation expectations — key for credibility,2026-05-03T20:30:00.072964+00:00
221,2020-02-20,EU,EUR,Labor,unemployment_rate,-0.100000,-1,3.0000,0.100000,0.300000,Euro-area unemployment — secondary mandate,2026-05-03T20:30:00.072964+00:00
222,2020-02-20,EU,EUR,Growth,gdp_qoq,0.000000,1,2.0000,0.000000,0.000000,Euro-area GDP — output gap assessment,2026-05-03T20:30:00.072964+00:00
223,2020-02-20,EU,EUR,Growth,manufacturing_pmi,0.801388,1,1.0000,0.801388,0.801388,Manufacturing PMI — industrial sector pulse,2026-05-03T20:30:00.072964+00:00
224,2020-02-20,UK,GBP,Inflation,cpi_headline_yoy,0.500000,1,3.0000,0.500000,1.500000,UK CPI — primary 2% target,2026-05-03T20:30:00.072964+00:00
225,2020-02-20,UK,GBP,Inflation,core_cpi_yoy,0.200000,1,2.0000,0.200000,0.400000,Core CPI — strips volatile food & energy,2026-05-03T20:30:00.072964+00:00
226,2020-02-20,UK,GBP,Labor,avg_earnings_excl_bonus,-0.200000,1,3.0000,-0.200000,-0.600000,Regular pay growth — BoE's primary wage gauge,2026-05-03T20:30:00.072964+00:00
227,2020-02-20,UK,GBP,Labor,unemployment_rate,0.000000,-1,2.0000,0.000000,0.000000,UK unemployment,2026-05-03T20:30:00.072964+00:00
228,2020-02-20,UK,GBP,Growth,gdp_mom,0.600000,1,2.0000,0.600000,1.200000,Monthly GDP — BoE uses MoM given high-frequency releases,2026-05-03T20:30:00.072964+00:00
229,2020-02-20,UK,GBP,Growth,retail_sales_mom,1.500000,1,1.0000,1.500000,1.500000,Retail sales — consumer demand signal,2026-05-03T20:30:00.072964+00:00
230,2020-02-20,JP,JPY,Inflation,core_cpi_yoy,0.000000,1,3.0000,0.000000,0.000000,Core CPI ex fresh food — BoJ's preferred measure,2026-05-03T20:30:00.072964+00:00
231,2020-02-20,JP,JPY,Inflation,cpi_ex_food_energy_yoy,-0.100000,1,3.0000,-0.100000,-0.300000,Core-core CPI ex food & energy — BoJ's key watch,2026-05-03T20:30:00.072964+00:00
232,2020-02-20,JP,JPY,Inflation,cpi_headline_yoy,-0.100000,1,1.0000,-0.100000,-0.100000,Headline CPI,2026-05-03T20:30:00.072964+00:00
233,2020-02-20,JP,JPY,Growth,composite_pmi,0.141421,1,2.0000,0.141421,0.282842,Composite PMI — real-time activity,2026-05-03T20:30:00.072964+00:00
234,2020-02-20,JP,JPY,Growth,industrial_production_mom,0.645619,1,1.0000,0.645619,0.645619,Industrial production — Japan is export-driven,2026-05-03T20:30:00.072964+00:00
235,2020-02-20,AU,AUD,Labor,unemployment_rate,0.200000,-1,3.0000,-0.200000,-0.600000,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
236,2020-02-20,AU,AUD,Labor,employment_change,-15.400000,1,2.0000,-15.400000,-30.800000,Employment change — monthly jobs print,2026-05-03T20:30:00.072964+00:00
237,2020-02-20,AU,AUD,Growth,composite_pmi,-1.443376,1,2.0000,-1.443376,-2.886752,Composite PMI,2026-05-03T20:30:00.072964+00:00
238,2020-02-20,AU,AUD,Growth,retail_sales_mom,-1.400000,1,2.0000,-1.400000,-2.800000,Retail sales — consumer demand,2026-05-03T20:30:00.072964+00:00
239,2020-02-20,CA,CAD,Inflation,cpi_headline_yoy,0.200000,1,1.0000,0.200000,0.200000,Headline CPI,2026-05-03T20:30:00.072964+00:00
240,2020-02-20,CA,CAD,Labor,unemployment_rate,-0.100000,-1,3.0000,0.100000,0.300000,Canada unemployment,2026-05-03T20:30:00.072964+00:00
241,2020-02-20,CA,CAD,Labor,employment_change,-0.700000,1,2.0000,-0.700000,-1.400000,Employment change,2026-05-03T20:30:00.072964+00:00
242,2020-02-20,CA,CAD,Growth,ivey_pmi_sa,5.400000,1,2.0000,5.400000,10.800000,Ivey PMI — BoC-watched activity gauge,2026-05-03T20:30:00.072964+00:00
243,2020-02-20,CH,CHF,Inflation,cpi_headline_yoy,0.000000,1,3.0000,0.000000,0.000000,Swiss CPI — primary SNB target (0-2% range),2026-05-03T20:30:00.072964+00:00
244,2020-02-20,CH,CHF,Inflation,producer_import_prices_yoy,0.700000,1,2.0000,0.700000,1.400000,Producer & Import Prices — upstream inflation pipeline,2026-05-03T20:30:00.072964+00:00
245,2020-02-20,CH,CHF,Labor,unemployment_rate,0.100000,-1,2.0000,-0.100000,-0.200000,Swiss unemployment,2026-05-03T20:30:00.072964+00:00
246,2020-02-21,EU,EUR,Inflation,core_cpi_yoy,-1.154701,1,3.0000,-1.154701,-3.464103,Core HICP — ECB's focus once supply shocks pass,2026-05-03T20:30:00.072964+00:00
247,2020-02-21,EU,EUR,Inflation,cpi_headline_yoy,1.154701,1,2.0000,1.154701,2.309402,Headline HICP — primary ECB mandate target,2026-05-03T20:30:00.072964+00:00
248,2020-02-21,EU,EUR,Inflation,consumer_inflation_expectation,0.200000,1,1.0000,0.200000,0.200000,Inflation expectations — key for credibility,2026-05-03T20:30:00.072964+00:00
249,2020-02-21,EU,EUR,Labor,unemployment_rate,-0.100000,-1,3.0000,0.100000,0.300000,Euro-area unemployment — secondary mandate,2026-05-03T20:30:00.072964+00:00
250,2020-02-21,EU,EUR,Growth,gdp_qoq,0.000000,1,2.0000,0.000000,0.000000,Euro-area GDP — output gap assessment,2026-05-03T20:30:00.072964+00:00
251,2020-02-21,EU,EUR,Growth,manufacturing_pmi,1.971091,1,1.0000,1.971091,1.971091,Manufacturing PMI — industrial sector pulse,2026-05-03T20:30:00.072964+00:00
252,2020-02-21,UK,GBP,Inflation,cpi_headline_yoy,0.500000,1,3.0000,0.500000,1.500000,UK CPI — primary 2% target,2026-05-03T20:30:00.072964+00:00
253,2020-02-21,UK,GBP,Inflation,core_cpi_yoy,0.200000,1,2.0000,0.200000,0.400000,Core CPI — strips volatile food & energy,2026-05-03T20:30:00.072964+00:00
254,2020-02-21,UK,GBP,Labor,avg_earnings_excl_bonus,-0.200000,1,3.0000,-0.200000,-0.600000,Regular pay growth — BoE's primary wage gauge,2026-05-03T20:30:00.072964+00:00
255,2020-02-21,UK,GBP,Labor,unemployment_rate,0.000000,-1,2.0000,0.000000,0.000000,UK unemployment,2026-05-03T20:30:00.072964+00:00
256,2020-02-21,UK,GBP,Growth,gdp_mom,0.600000,1,2.0000,0.600000,1.200000,Monthly GDP — BoE uses MoM given high-frequency releases,2026-05-03T20:30:00.072964+00:00
257,2020-02-21,UK,GBP,Growth,retail_sales_mom,1.500000,1,1.0000,1.500000,1.500000,Retail sales — consumer demand signal,2026-05-03T20:30:00.072964+00:00
258,2020-02-21,JP,JPY,Inflation,core_cpi_yoy,0.000000,1,3.0000,0.000000,0.000000,Core CPI ex fresh food — BoJ's preferred measure,2026-05-03T20:30:00.072964+00:00
259,2020-02-21,JP,JPY,Inflation,cpi_ex_food_energy_yoy,-0.100000,1,3.0000,-0.100000,-0.300000,Core-core CPI ex food & energy — BoJ's key watch,2026-05-03T20:30:00.072964+00:00
260,2020-02-21,JP,JPY,Inflation,cpi_headline_yoy,-0.100000,1,1.0000,-0.100000,-0.100000,Headline CPI,2026-05-03T20:30:00.072964+00:00
261,2020-02-21,JP,JPY,Growth,composite_pmi,-2.331177,1,2.0000,-2.331177,-4.662354,Composite PMI — real-time activity,2026-05-03T20:30:00.072964+00:00
262,2020-02-21,JP,JPY,Growth,industrial_production_mom,0.645619,1,1.0000,0.645619,0.645619,Industrial production — Japan is export-driven,2026-05-03T20:30:00.072964+00:00
263,2020-02-21,AU,AUD,Labor,unemployment_rate,0.200000,-1,3.0000,-0.200000,-0.600000,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
264,2020-02-21,AU,AUD,Labor,employment_change,-15.400000,1,2.0000,-15.400000,-30.800000,Employment change — monthly jobs print,2026-05-03T20:30:00.072964+00:00
265,2020-02-21,AU,AUD,Growth,composite_pmi,-1.443376,1,2.0000,-1.443376,-2.886752,Composite PMI,2026-05-03T20:30:00.072964+00:00
266,2020-02-21,AU,AUD,Growth,retail_sales_mom,-1.400000,1,2.0000,-1.400000,-2.800000,Retail sales — consumer demand,2026-05-03T20:30:00.072964+00:00
267,2020-02-21,CA,CAD,Inflation,cpi_headline_yoy,0.200000,1,1.0000,0.200000,0.200000,Headline CPI,2026-05-03T20:30:00.072964+00:00
268,2020-02-21,CA,CAD,Labor,unemployment_rate,-0.100000,-1,3.0000,0.100000,0.300000,Canada unemployment,2026-05-03T20:30:00.072964+00:00
269,2020-02-21,CA,CAD,Labor,employment_change,-0.700000,1,2.0000,-0.700000,-1.400000,Employment change,2026-05-03T20:30:00.072964+00:00
270,2020-02-21,CA,CAD,Growth,ivey_pmi_sa,5.400000,1,2.0000,5.400000,10.800000,Ivey PMI — BoC-watched activity gauge,2026-05-03T20:30:00.072964+00:00
271,2020-02-21,CH,CHF,Inflation,cpi_headline_yoy,0.000000,1,3.0000,0.000000,0.000000,Swiss CPI — primary SNB target (0-2% range),2026-05-03T20:30:00.072964+00:00
272,2020-02-21,CH,CHF,Inflation,producer_import_prices_yoy,0.700000,1,2.0000,0.700000,1.400000,Producer & Import Prices — upstream inflation pipeline,2026-05-03T20:30:00.072964+00:00
273,2020-02-21,CH,CHF,Labor,unemployment_rate,0.100000,-1,2.0000,-0.100000,-0.200000,Swiss unemployment,2026-05-03T20:30:00.072964+00:00
274,2020-02-26,EU,EUR,Inflation,core_cpi_yoy,-1.154701,1,3.0000,-1.154701,-3.464103,Core HICP — ECB's focus once supply shocks pass,2026-05-03T20:30:00.072964+00:00
275,2020-02-26,EU,EUR,Inflation,cpi_headline_yoy,1.154701,1,2.0000,1.154701,2.309402,Headline HICP — primary ECB mandate target,2026-05-03T20:30:00.072964+00:00
276,2020-02-26,EU,EUR,Inflation,consumer_inflation_expectation,0.200000,1,1.0000,0.200000,0.200000,Inflation expectations — key for credibility,2026-05-03T20:30:00.072964+00:00
277,2020-02-26,EU,EUR,Labor,unemployment_rate,-0.100000,-1,3.0000,0.100000,0.300000,Euro-area unemployment — secondary mandate,2026-05-03T20:30:00.072964+00:00
278,2020-02-26,EU,EUR,Growth,gdp_qoq,0.000000,1,2.0000,0.000000,0.000000,Euro-area GDP — output gap assessment,2026-05-03T20:30:00.072964+00:00
279,2020-02-26,EU,EUR,Growth,manufacturing_pmi,1.971091,1,1.0000,1.971091,1.971091,Manufacturing PMI — industrial sector pulse,2026-05-03T20:30:00.072964+00:00
280,2020-02-26,UK,GBP,Inflation,cpi_headline_yoy,0.500000,1,3.0000,0.500000,1.500000,UK CPI — primary 2% target,2026-05-03T20:30:00.072964+00:00
281,2020-02-26,UK,GBP,Inflation,core_cpi_yoy,0.200000,1,2.0000,0.200000,0.400000,Core CPI — strips volatile food & energy,2026-05-03T20:30:00.072964+00:00
282,2020-02-26,UK,GBP,Labor,avg_earnings_excl_bonus,-0.200000,1,3.0000,-0.200000,-0.600000,Regular pay growth — BoE's primary wage gauge,2026-05-03T20:30:00.072964+00:00
283,2020-02-26,UK,GBP,Labor,unemployment_rate,0.000000,-1,2.0000,0.000000,0.000000,UK unemployment,2026-05-03T20:30:00.072964+00:00
284,2020-02-26,UK,GBP,Growth,gdp_mom,0.600000,1,2.0000,0.600000,1.200000,Monthly GDP — BoE uses MoM given high-frequency releases,2026-05-03T20:30:00.072964+00:00
285,2020-02-26,UK,GBP,Growth,retail_sales_mom,1.500000,1,1.0000,1.500000,1.500000,Retail sales — consumer demand signal,2026-05-03T20:30:00.072964+00:00
286,2020-02-26,JP,JPY,Inflation,core_cpi_yoy,0.000000,1,3.0000,0.000000,0.000000,Core CPI ex fresh food — BoJ's preferred measure,2026-05-03T20:30:00.072964+00:00
287,2020-02-26,JP,JPY,Inflation,cpi_ex_food_energy_yoy,-0.100000,1,3.0000,-0.100000,-0.300000,Core-core CPI ex food & energy — BoJ's key watch,2026-05-03T20:30:00.072964+00:00
